order_id,order_date,ship_date,customer_id,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country,discount,profit,quantity,sales,profit_margin
US-2020-117163,2023-01-27 00:00:00,2023-02-02 00:00:00,247,Other,Recycled Steel Personal File for Hanging File Folders,Consumer,Office Supplies,Storage,West,92037,San Diego,California,United States,0,14.3075,1,57.23,0.25
US-2020-100328,2023-01-28 00:00:00,2023-02-03 00:00:00,355,Pressboard,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Consumer,Office Supplies,Binders,East,10024,New York City,New York,United States,0.2,1.3257,1,3.928,0.3375
US-2020-134103,2023-01-30 00:00:00,2023-02-04 00:00:00,545,Xerox,Xerox 1972,Consumer,Office Supplies,Paper,Central,48234,Detroit,Michigan,United States,0,4.752,2,10.56,0.45
US-2020-134103,2023-01-30 00:00:00,2023-02-04 00:00:00,545,Space Solutions,Space Solutions HD Industrial Steel Shelving.,Consumer,Office Supplies,Storage,Central,48234,Detroit,Michigan,United States,0,6.8982,2,229.94,0.03
US-2020-115161,2023-01-31 00:00:00,2023-02-02 00:00:00,469,Sauder,"Sauder Facets Collection Library, Sky Alder Finish",Consumer,Furniture,Bookcases,West,92691,Mission Viejo,California,United States,0.15,3.4196,2,290.666,0.011764706
US-2020-140795,2023-02-01 00:00:00,2023-02-03 00:00:00,100,Enermax,Enermax Aurora Lite Keyboard,Consumer,Technology,Accessories,Central,54302,Green Bay,Wisconsin,United States,0,206.316,6,468.9,0.44
US-2020-123400,2023-02-02 00:00:00,2023-02-09 00:00:00,261,Other,Surelock Post Binders,Consumer,Office Supplies,Binders,South,33710,Saint Petersburg,Florida,United States,0.7,-12.224,2,18.336,-0.666666667
US-2020-123400,2023-02-02 00:00:00,2023-02-09 00:00:00,261,AT&T,AT&T 17929 Lendline Telephone,Consumer,Technology,Phones,South,33710,Saint Petersburg,Florida,United States,0.2,13.572,5,180.96,0.075
US-2020-139857,2023-02-02 00:00:00,2023-02-06 00:00:00,185,Other,Staples,Home Office,Office Supplies,Fasteners,West,92037,San Diego,California,United States,0,5.8045,5,12.35,0.47
US-2020-111059,2023-02-03 00:00:00,2023-02-06 00:00:00,759,Avery,Avery Durable Poly Binders,Consumer,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.2,4.3134,3,13.272,0.325
US-2020-111059,2023-02-03 00:00:00,2023-02-06 00:00:00,759,Ibico,Ibico Laser Imprintable Binding System Covers,Consumer,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.2,27.248,2,83.84,0.325
US-2020-104808,2023-02-04 00:00:00,2023-02-08 00:00:00,495,GBC,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Corporate,Office Supplies,Binders,West,92025,Escondido,California,United States,0.2,6.0368,2,17.248,0.35
US-2020-107181,2023-02-04 00:00:00,2023-02-08 00:00:00,217,GBC,GBC Recycled Grain Textured Covers,Home Office,Office Supplies,Binders,West,92024,San Diego,California,United States,0.2,29.0136,3,82.896,0.35
US-2020-107181,2023-02-04 00:00:00,2023-02-08 00:00:00,217,Message Book,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Home Office,Office Supplies,Paper,West,92024,San Diego,California,United States,0,16.0928,4,34.24,0.47
US-2020-108182,2023-02-06 00:00:00,2023-02-10 00:00:00,220,Avery,"Avery Flip-Chart Easel Binder, Black",Consumer,Office Supplies,Binders,Central,60441,Romeoville,Illinois,United States,0.8,-14.7708,2,8.952,-1.65
US-2020-131905,2023-02-06 00:00:00,2023-02-09 00:00:00,563,Avery,Avery 480,Corporate,Office Supplies,Labels,South,23320,Chesapeake,Virginia,United States,0,7.2,4,15,0.48
US-2020-131905,2023-02-06 00:00:00,2023-02-09 00:00:00,563,AT&T,AT&T CL82213,Corporate,Technology,Phones,South,23320,Chesapeake,Virginia,United States,0,42.0355,5,144.95,0.29
US-2020-131905,2023-02-06 00:00:00,2023-02-09 00:00:00,563,Other,Aastra 57i VoIP phone,Corporate,Technology,Phones,South,23320,Chesapeake,Virginia,United States,0,42.0186,1,161.61,0.26
US-2020-107755,2023-02-07 00:00:00,2023-02-12 00:00:00,183,Maxell,Maxell DVD-RAM Discs,Corporate,Technology,Accessories,East,7036,Linden,New Jersey,United States,0,49.6048,7,115.36,0.43
US-2020-169390,2023-02-07 00:00:00,2023-02-10 00:00:00,149,Acco,Acco Perma 4000 Stacking Storage Drawers,Corporate,Office Supplies,Storage,East,10024,New York City,New York,United States,0,9.744,4,64.96,0.15
US-2020-125759,2023-02-08 00:00:00,2023-02-09 00:00:00,562,Master Caster,"Master Caster Door Stop, Large Brown",Home Office,Furniture,Furnishings,West,89031,North Las Vegas,Nevada,United States,0,5.5328,2,14.56,0.38
US-2020-127614,2023-02-11 00:00:00,2023-02-15 00:00:00,558,Hon,Hon 2111 Invitation Series Corner Table,Consumer,Furniture,Tables,South,23320,Chesapeake,Virginia,United States,0,75.3732,6,1256.22,0.06
US-2020-127614,2023-02-11 00:00:00,2023-02-15 00:00:00,558,Wilson Jones,Wilson Jones Leather-Like Binders with DublLock Round Rings,Consumer,Office Supplies,Binders,South,23320,Chesapeake,Virginia,United States,0,8.2062,2,17.46,0.47
US-2020-127614,2023-02-11 00:00:00,2023-02-15 00:00:00,558,Enermax,Enermax Aurora Lite Keyboard,Consumer,Technology,Accessories,South,23320,Chesapeake,Virginia,United States,0,103.158,3,234.45,0.44
US-2020-168368,2023-02-11 00:00:00,2023-02-15 00:00:00,314,Global,"Global Value Mid-Back Manager's Chair, Gray",Consumer,Furniture,Chairs,Central,65203,Columbia,Missouri,United States,0,15.2225,1,60.89,0.25
US-2020-168368,2023-02-11 00:00:00,2023-02-15 00:00:00,314,Other,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Consumer,Furniture,Furnishings,Central,65203,Columbia,Missouri,United States,0,53.2704,3,332.94,0.16
US-2020-168368,2023-02-11 00:00:00,2023-02-15 00:00:00,314,Other,VariCap6 Expandable Binder,Consumer,Office Supplies,Binders,Central,65203,Columbia,Missouri,United States,0,24.393,3,51.9,0.47
US-2020-168368,2023-02-11 00:00:00,2023-02-15 00:00:00,314,Wilson Jones,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Consumer,Office Supplies,Binders,Central,65203,Columbia,Missouri,United States,0,4.4344,2,9.64,0.46
US-2020-168368,2023-02-11 00:00:00,2023-02-15 00:00:00,314,Avery,Avery 483,Consumer,Office Supplies,Labels,Central,65203,Columbia,Missouri,United States,0,6.8724,3,14.94,0.46
US-2020-168368,2023-02-11 00:00:00,2023-02-15 00:00:00,314,Fellowes,Fellowes Neat Ideas Storage Cubes,Consumer,Office Supplies,Storage,Central,65203,Columbia,Missouri,United States,0,2.5984,2,64.96,0.04
US-2020-110674,2023-02-12 00:00:00,2023-02-18 00:00:00,672,Global,"Global Geo Office Task Chair, Gray",Consumer,Furniture,Chairs,West,94521,Concord,California,United States,0.2,-24.294,2,129.568,-0.1875
US-2020-107706,2023-02-14 00:00:00,2023-02-19 00:00:00,701,Other,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Consumer,Office Supplies,Paper,Central,77095,Houston,Texas,United States,0.2,6.066,3,16.176,0.375
US-2020-121762,2023-02-14 00:00:00,2023-02-18 00:00:00,492,Belkin,Belkin 8 Outlet Surge Protector,Corporate,Office Supplies,Appliances,West,98103,Seattle,Washington,United States,0,22.9488,2,81.96,0.28
US-2020-121762,2023-02-14 00:00:00,2023-02-18 00:00:00,492,Other,Compact Automatic Electric Letter Opener,Corporate,Office Supplies,Supplies,West,98103,Seattle,Washington,United States,0,4.7724,2,238.62,0.02
US-2020-121762,2023-02-14 00:00:00,2023-02-18 00:00:00,492,Logitech,Logitech G600 MMO Gaming Mouse,Corporate,Technology,Accessories,West,98103,Seattle,Washington,United States,0,86.3892,3,239.97,0.36
US-2020-165568,2023-02-15 00:00:00,2023-02-19 00:00:00,68,Pressboard,Pressboard Data Binders by Wilson Jones,Corporate,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.2,7.209,5,21.36,0.3375
US-2020-122567,2023-02-16 00:00:00,2023-02-21 00:00:00,528,Holmes,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Consumer,Office Supplies,Appliances,Central,75220,Dallas,Texas,United States,0.8,-13.93,2,7.96,-1.75
US-2020-122567,2023-02-16 00:00:00,2023-02-21 00:00:00,528,Wilson Jones,Wilson Jones Easy Flow II Sheet Lifters,Consumer,Office Supplies,Binders,Central,75220,Dallas,Texas,United States,0.8,-1.728,3,1.08,-1.6
US-2020-154165,2023-02-17 00:00:00,2023-02-24 00:00:00,220,Staples in misc. colors,Staples in misc. colors,Consumer,Office Supplies,Art,Central,60653,Chicago,Illinois,United States,0.2,8.8088,14,54.208,0.1625
US-2020-152905,2023-02-18 00:00:00,2023-02-24 00:00:00,1,Akro,Akro Stacking Bins,Consumer,Office Supplies,Storage,Central,76017,Arlington,Texas,United States,0.2,-2.5248,2,12.624,-0.2
US-2020-165589,2023-02-18 00:00:00,2023-02-18 00:00:00,771,DAX,"DAX Copper Panel Document Frame, 5 x 7 Size",Consumer,Furniture,Furnishings,Central,79424,Lubbock,Texas,United States,0.6,-11.322,5,25.16,-0.45
US-2020-109491,2023-02-20 00:00:00,2023-02-26 00:00:00,461,Master Caster,"Master Caster Door Stop, Brown",Corporate,Furniture,Furnishings,Central,47374,Richmond,Indiana,United States,0,6.9088,4,20.32,0.34
US-2020-109491,2023-02-20 00:00:00,2023-02-26 00:00:00,461,Enermax,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Corporate,Technology,Accessories,Central,47374,Richmond,Indiana,United States,0,22.4316,3,62.31,0.36
US-2020-164903,2023-02-20 00:00:00,2023-02-24 00:00:00,715,Xerox,Xerox 204,Home Office,Office Supplies,Paper,West,90049,Los Angeles,California,United States,0,6.2208,2,12.96,0.48
US-2020-165540,2023-02-21 00:00:00,2023-02-25 00:00:00,733,GBC,GBC Standard Plastic Binding Systems Combs,Consumer,Office Supplies,Binders,Central,60098,Woodstock,Illinois,United States,0.8,-13.7175,5,8.85,-1.55
US-2020-133354,2023-02-22 00:00:00,2023-02-24 00:00:00,721,Xerox,Xerox 220,Consumer,Office Supplies,Paper,West,92553,Moreno Valley,California,United States,0,9.3312,3,19.44,0.48
US-2020-103744,2023-02-23 00:00:00,2023-02-27 00:00:00,524,GBC,GBC Plastic Binding Combs,Home Office,Office Supplies,Binders,Central,79907,El Paso,Texas,United States,0.8,-6.8634,3,4.428,-1.55
